,start_location,end_location
6370,"(32607.456374986825, 28703.58194694601)","(32987.16336328583, 28085.164772841876)"
6371,"(32987.16336328583, 28085.164772841876)","(32951.68014029035, 28060.021388824476)"
6372,"(32951.68014029035, 28060.021388824476)","(32987.16336328583, 28085.164772841876)"
6373,"(32987.16336328583, 28085.164772841876)","(32552.26755723232, 28839.087693269277)"
6374,"(32552.26755723232, 28839.087693269277)","(33109.641969546035, 29086.931714511564)"
6375,"(32951.68014029035, 28060.021388824476)","(32987.16336328583, 28085.164772841876)"
6376,"(32987.16336328583, 28085.164772841876)","(32646.151605543186, 28596.534412662935)"
6377,"(32646.151605543186, 28596.534412662935)","(32707.397115439817, 28622.533212862472)"
6378,"(32707.397115439817, 28622.533212862472)","(32642.283954885905, 28799.986035139795)"
6379,"(32642.283954885905, 28799.986035139795)","(32840.280206127354, 28956.349887612887)"
6380,"(32840.280206127354, 28956.349887612887)","(32836.99893746982, 28965.045297738252)"
6381,"(23023.64384814365, 26211.921244445053)","(23000.278295202123, 26205.774332004396)"
6382,"(23000.278295202123, 26205.774332004396)","(23014.07891535558, 26158.052094458923)"
6383,"(23014.07891535558, 26158.052094458923)","(22940.47804018075, 26122.950052655564)"
6384,"(22940.47804018075, 26122.950052655564)","(22027.294696238605, 25941.00816383431)"
6385,"(22027.294696238605, 25941.00816383431)","(22049.30003711462, 25850.663900830812)"
6386,"(34138.75258022777, 25598.133097908605)","(34134.57658385162, 25568.10722727215)"
6387,"(34134.57658385162, 25568.10722727215)","(34036.14493319488, 25586.997257610463)"
6388,"(34036.14493319488, 25586.997257610463)","(34021.533982319816, 25488.57002926615)"
6389,"(34021.533982319816, 25488.57002926615)","(34118.8965901575, 25475.10561217458)"
6390,"(34118.8965901575, 25475.10561217458)","(34105.65088755023, 25390.975691019412)"
6391,"(34105.65088755023, 25390.975691019412)","(34392.33860243106, 25247.648978983256)"
6392,"(34392.33860243106, 25247.648978983256)","(34338.93641984445, 25238.108474406443)"
6393,"(34338.93641984445, 25238.108474406443)","(33813.41296944814, 24579.26398810043)"
6394,"(33813.41296944814, 24579.26398810043)","(34173.02813014263, 23964.474628465337)"
6395,"(34173.02813014263, 23964.474628465337)","(34066.56549911882, 23830.667610441946)"
6396,"(34138.75258022777, 25598.133097908605)","(34134.57658385162, 25568.10722727215)"
6397,"(34134.57658385162, 25568.10722727215)","(34036.14493319488, 25586.997257610463)"
6398,"(34036.14493319488, 25586.997257610463)","(34021.533982319816, 25488.57002926615)"
6399,"(34021.533982319816, 25488.57002926615)","(34118.8965901575, 25475.10561217458)"
6400,"(34118.8965901575, 25475.10561217458)","(34105.65088755023, 25390.975691019412)"
6401,"(34105.65088755023, 25390.975691019412)","(34392.33860243106, 25247.648978983256)"
6402,"(34392.33860243106, 25247.648978983256)","(34338.93641984445, 25238.108474406443)"
6403,"(34338.93641984445, 25238.108474406443)","(34309.171841898235, 24796.57956517962)"
6404,"(34309.171841898235, 24796.57956517962)","(34467.48343245909, 24783.347433997405)"
6405,"(34467.48343245909, 24783.347433997405)","(34559.82194441778, 24774.541552530223)"
6406,"(34559.82194441778, 24774.541552530223)","(34578.72380682806, 24077.906214237766)"
6407,"(34578.72380682806, 24077.906214237766)","(34257.76468308957, 24210.823726982548)"
6408,"(30604.14874826942, 28259.60423632516)","(30492.49452716674, 28243.7906235462)"
6409,"(30492.49452716674, 28243.7906235462)","(30387.7661152067, 28177.49956959198)"
6410,"(30387.7661152067, 28177.49956959198)","(30357.610029448406, 28171.406378751883)"
6411,"(30357.610029448406, 28171.406378751883)","(30358.189217971638, 28167.870481302234)"
6412,"(30358.189217971638, 28167.870481302234)","(30357.93824185824, 28162.898939076666)"
6413,"(30357.93824185824, 28162.898939076666)","(30327.869970293046, 28140.544197497453)"
6414,"(30327.869970293046, 28140.544197497453)","(30356.20734403463, 28051.966165758582)"
6415,"(30356.20734403463, 28051.966165758582)","(30281.65598301217, 28013.490021569683)"
6416,"(30281.65598301217, 28013.490021569683)","(30034.890644125, 28041.38819321638)"
6417,"(30034.890644125, 28041.38819321638)","(30036.26431831764, 28010.510433445248)"
6418,"(30036.26431831764, 28010.510433445248)","(29656.543127998622, 27981.79116215362)"
6419,"(29656.543127998622, 27981.79116215362)","(29612.32002551452, 28001.293960233656)"
6420,"(29612.32002551452, 28001.293960233656)","(29415.829402497475, 27941.994633713824)"
6421,"(29415.829402497475, 27941.994633713824)","(29357.605729485105, 27978.054235196934)"
6422,"(29357.605729485105, 27978.054235196934)","(29331.320765183336, 27951.29604294515)"
6423,"(29331.320765183336, 27951.29604294515)","(29311.300480820966, 27942.023124732572)"
6424,"(30604.14874826942, 28259.60423632516)","(30492.49452716674, 28243.7906235462)"
6425,"(30492.49452716674, 28243.7906235462)","(30387.7661152067, 28177.49956959198)"
6426,"(30387.7661152067, 28177.49956959198)","(30357.610029448406, 28171.406378751883)"
6427,"(30357.610029448406, 28171.406378751883)","(30358.189217971638, 28167.870481302234)"
6428,"(30358.189217971638, 28167.870481302234)","(30357.93824185824, 28162.898939076666)"
6429,"(30357.93824185824, 28162.898939076666)","(30327.869970293046, 28140.544197497453)"
6430,"(30327.869970293046, 28140.544197497453)","(30356.20734403463, 28051.966165758582)"
6431,"(30356.20734403463, 28051.966165758582)","(30281.65598301217, 28013.490021569683)"
6432,"(30281.65598301217, 28013.490021569683)","(30034.890644125, 28041.38819321638)"
6433,"(30034.890644125, 28041.38819321638)","(30036.26431831764, 28010.510433445248)"
6434,"(30036.26431831764, 28010.510433445248)","(29656.543127998622, 27981.79116215362)"
6435,"(29656.543127998622, 27981.79116215362)","(29612.32002551452, 28001.293960233656)"
6436,"(29612.32002551452, 28001.293960233656)","(28522.682883843867, 27609.60616883947)"
6437,"(25206.2009390881, 29119.504727375315)","(25099.67098728566, 29170.985317565646)"
6438,"(25099.67098728566, 29170.985317565646)","(24821.23751793729, 29211.934580836183)"
6439,"(24821.23751793729, 29211.934580836183)","(24824.650556868495, 29135.613152762846)"
6440,"(24824.650556868495, 29135.613152762846)","(25236.407719571725, 28985.43188657562)"
6441,"(25236.407719571725, 28985.43188657562)","(25220.60395797246, 28931.29891845063)"
6442,"(25220.60395797246, 28931.29891845063)","(25148.725028384986, 28883.80541673259)"
6443,"(25148.725028384986, 28883.80541673259)","(25341.406294266475, 27787.285547072563)"
6444,"(25341.406294266475, 27787.285547072563)","(24461.38335599289, 27699.815046617558)"
6445,"(24461.38335599289, 27699.815046617558)","(24444.656086960298, 27689.30880883729)"
6446,"(24444.656086960298, 27689.30880883729)","(24459.57295731599, 27644.011367473257)"
6447,"(24459.57295731599, 27644.011367473257)","(24420.264671951896, 27672.376083113864)"
6448,"(30762.343428026594, 27106.269506097975)","(30580.46785779766, 27033.04073182502)"
6449,"(30580.46785779766, 27033.04073182502)","(30395.144820550137, 26991.10934436464)"
6450,"(30395.144820550137, 26991.10934436464)","(30301.57760806044, 27228.320540947927)"
6451,"(30301.57760806044, 27228.320540947927)","(29973.065669197706, 27196.720112380717)"
6452,"(30762.343428026594, 27106.269506097975)","(30762.343428026594, 27106.269506097975)"
6453,"(30169.075829850684, 28558.30637877001)","(30170.49736095738, 28507.692599829432)"
6454,"(30170.49736095738, 28507.692599829432)","(30082.5042024891, 28512.470088490838)"
6455,"(30082.5042024891, 28512.470088490838)","(30083.27991178629, 27667.07365225951)"
6456,"(30083.27991178629, 27667.07365225951)","(29963.441204578878, 27195.343115568074)"
6457,"(29963.441204578878, 27195.343115568074)","(29973.065669197706, 27196.720112380717)"
6458,"(30169.075829850684, 28558.30637877001)","(30170.49736095738, 28507.692599829432)"
6459,"(30170.49736095738, 28507.692599829432)","(30307.35269955313, 28469.35931215904)"
6460,"(30307.35269955313, 28469.35931215904)","(31187.096453982493, 28679.263516047766)"
6461,"(31187.096453982493, 28679.263516047766)","(31179.967732610356, 28699.101450004644)"
6462,"(25428.66836140881, 28125.429765053123)","(25514.06147626578, 27723.137880921742)"
6463,"(25514.06147626578, 27723.137880921742)","(25500.794339537562, 27633.547391955304)"
6464,"(25500.794339537562, 27633.547391955304)","(25490.26420070701, 27606.842462130677)"
6465,"(25490.26420070701, 27606.842462130677)","(25495.61264935053, 27595.289912161854)"
6466,"(25428.66836140881, 28125.429765053123)","(25430.72896045736, 28059.248534491548)"
6467,"(25430.72896045736, 28059.248534491548)","(25326.3978616822, 28053.430693820206)"
6468,"(25326.3978616822, 28053.430693820206)","(25341.406294266475, 27787.285547072563)"
6469,"(25341.406294266475, 27787.285547072563)","(24461.38335599289, 27699.815046617558)"
6470,"(24461.38335599289, 27699.815046617558)","(24444.656086960298, 27689.30880883729)"
6471,"(24444.656086960298, 27689.30880883729)","(24459.57295731599, 27644.011367473257)"
6472,"(24459.57295731599, 27644.011367473257)","(24420.264671951896, 27672.376083113864)"
6473,"(25584.54139746027, 25726.15819913827)","(25272.467676852277, 25439.99140591736)"
6474,"(25272.467676852277, 25439.99140591736)","(25123.23606217088, 25311.486553884723)"
6475,"(25123.23606217088, 25311.486553884723)","(25125.595303078764, 25272.02902678601)"
6476,"(28360.89107063625, 27955.00559188999)","(27958.101672764024, 27989.478775130614)"
6477,"(27958.101672764024, 27989.478775130614)","(27921.820572425728, 28034.047820972424)"
6478,"(27921.820572425728, 28034.047820972424)","(27823.049471017614, 28155.381894337857)"
6479,"(27823.049471017614, 28155.381894337857)","(27612.714796163797, 27963.45944095138)"
6480,"(27612.714796163797, 27963.45944095138)","(27411.832769853892, 27739.30709511068)"
6481,"(27411.832769853892, 27739.30709511068)","(27168.26110158478, 28176.922254574107)"
6482,"(27168.26110158478, 28176.922254574107)","(27016.52385628593, 28127.494434053282)"
6483,"(27016.52385628593, 28127.494434053282)","(27008.695341219005, 28200.629883443617)"
6484,"(27008.695341219005, 28200.629883443617)","(26949.616874769577, 28298.976830014057)"
6485,"(26949.616874769577, 28298.976830014057)","(26908.966011955956, 28271.562355282513)"
6486,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
6487,"(28360.89107063625, 27955.00559188999)","(27958.101672764024, 27989.478775130614)"
6488,"(27958.101672764024, 27989.478775130614)","(27921.820572425728, 28034.047820972424)"
6489,"(27921.820572425728, 28034.047820972424)","(27599.66465850103, 27427.457242910255)"
6490,"(27599.66465850103, 27427.457242910255)","(27745.80939369928, 27053.100478235952)"
6491,"(27745.80939369928, 27053.100478235952)","(27326.656018822512, 27014.179254893534)"
6492,"(27326.656018822512, 27014.179254893534)","(27349.800833460584, 26949.531147415837)"
6493,"(27349.800833460584, 26949.531147415837)","(27235.779894303327, 26899.098730066296)"
6494,"(27235.779894303327, 26899.098730066296)","(27250.557228624544, 26873.25211985942)"
6495,"(27250.557228624544, 26873.25211985942)","(27184.65772042742, 26844.986374395172)"
6496,"(27184.65772042742, 26844.986374395172)","(26942.15503591996, 26549.88973346571)"
6497,"(26942.15503591996, 26549.88973346571)","(26863.88715859357, 26603.419186017505)"
6498,"(26863.88715859357, 26603.419186017505)","(26667.253353284177, 26419.59496371096)"
6499,"(26667.253353284177, 26419.59496371096)","(26691.022956501314, 26063.007532366115)"
6500,"(26691.022956501314, 26063.007532366115)","(26841.918650100473, 26068.40843941181)"
6501,"(28360.89107063625, 27955.00559188999)","(28730.060943123244, 28077.652211214445)"
6502,"(28730.060943123244, 28077.652211214445)","(28816.06031320535, 27757.775053802907)"
6503,"(28816.06031320535, 27757.775053802907)","(28907.440029741643, 27512.723697900336)"
6504,"(28907.440029741643, 27512.723697900336)","(29029.89310663531, 27556.15668357743)"
6505,"(29029.89310663531, 27556.15668357743)","(29055.416666943696, 27411.438214845693)"
6506,"(29055.416666943696, 27411.438214845693)","(29241.521892097167, 27379.224450294772)"
6507,"(29241.521892097167, 27379.224450294772)","(29223.892762613716, 27293.426170688734)"
6508,"(29223.892762613716, 27293.426170688734)","(29351.958723708114, 27237.793587973953)"
6509,"(29351.958723708114, 27237.793587973953)","(29339.296868998208, 27200.35971426303)"
6510,"(27988.586849170504, 26978.77815027049)","(27891.075623488985, 26611.36557180519)"
6511,"(27891.075623488985, 26611.36557180519)","(27488.640400262797, 26431.356579120475)"
6512,"(27488.640400262797, 26431.356579120475)","(27231.676378326636, 26273.86389614016)"
6513,"(27231.676378326636, 26273.86389614016)","(27623.1451881564, 25604.242848984053)"
6514,"(27623.1451881564, 25604.242848984053)","(27561.09283934781, 25499.407182473427)"
6515,"(27561.09283934781, 25499.407182473427)","(27686.234449859243, 25454.877247918368)"
6516,"(35345.053598742525, 26285.16713220699)","(35328.23778408914, 26281.51300673411)"
6517,"(35328.23778408914, 26281.51300673411)","(35240.697489492566, 26305.30782320749)"
6518,"(35240.697489492566, 26305.30782320749)","(35246.875204701006, 26285.883050249628)"
6519,"(35246.875204701006, 26285.883050249628)","(35024.43933274128, 26212.634387965343)"
6520,"(35024.43933274128, 26212.634387965343)","(35030.85259750023, 26176.628315810085)"
6521,"(35030.85259750023, 26176.628315810085)","(35014.26776980108, 26172.636437856156)"
6522,"(35014.26776980108, 26172.636437856156)","(35001.36166325369, 26131.261540490115)"
6523,"(35001.36166325369, 26131.261540490115)","(34952.09966080636, 26120.568900108075)"
6524,"(34952.09966080636, 26120.568900108075)","(34949.957470060705, 25984.894083517866)"
6525,"(34949.957470060705, 25984.894083517866)","(34793.11203415549, 25972.82303153965)"
6526,"(34793.11203415549, 25972.82303153965)","(34655.06924314686, 25720.95030313873)"
6527,"(34655.06924314686, 25720.95030313873)","(34601.96166224149, 25672.862975525524)"
6528,"(34601.96166224149, 25672.862975525524)","(34511.75879597975, 25683.695784731914)"
6529,"(34511.75879597975, 25683.695784731914)","(34325.55677000241, 25694.21021399295)"
6530,"(34325.55677000241, 25694.21021399295)","(34298.752527083096, 25515.475960214186)"
6531,"(34298.752527083096, 25515.475960214186)","(34138.75258022777, 25598.133097908605)"
6532,"(35345.053598742525, 26285.16713220699)","(35328.23778408914, 26281.51300673411)"
6533,"(35328.23778408914, 26281.51300673411)","(35240.697489492566, 26305.30782320749)"
6534,"(35240.697489492566, 26305.30782320749)","(35246.875204701006, 26285.883050249628)"
6535,"(35246.875204701006, 26285.883050249628)","(35024.43933274128, 26212.634387965343)"
6536,"(35024.43933274128, 26212.634387965343)","(35030.85259750023, 26176.628315810085)"
6537,"(35030.85259750023, 26176.628315810085)","(35014.26776980108, 26172.636437856156)"
6538,"(35014.26776980108, 26172.636437856156)","(35001.36166325369, 26131.261540490115)"
6539,"(35001.36166325369, 26131.261540490115)","(34952.09966080636, 26120.568900108075)"
6540,"(34952.09966080636, 26120.568900108075)","(34949.957470060705, 25984.894083517866)"
6541,"(34949.957470060705, 25984.894083517866)","(34793.11203415549, 25972.82303153965)"
6542,"(34793.11203415549, 25972.82303153965)","(34655.06924314686, 25720.95030313873)"
6543,"(34655.06924314686, 25720.95030313873)","(34601.96166224149, 25672.862975525524)"
6544,"(34601.96166224149, 25672.862975525524)","(34511.75879597975, 25683.695784731914)"
6545,"(34511.75879597975, 25683.695784731914)","(34430.51636418863, 25676.42682975394)"
6546,"(34430.51636418863, 25676.42682975394)","(34411.09898217482, 25598.741173548944)"
6547,"(34411.09898217482, 25598.741173548944)","(34394.46039856112, 25601.518508365058)"
6548,"(35345.053598742525, 26285.16713220699)","(35328.23778408914, 26281.51300673411)"
6549,"(35328.23778408914, 26281.51300673411)","(35240.697489492566, 26305.30782320749)"
